feature,score
KARS160121,0.06778816307984364
g1.g1.g4,0.06765216539303948
CHAM830108,0.06759520929331411
g5.g5.g6,0.06740958263210778
QIAN880114,0.06682437254651744
BROC820102,0.06672217297188099
SIMZ760101,0.06633456735620459
FINA910102,0.06623171363976676
g5.g3.g3,0.06596650847280677
GRAR740101,0.06590562102474413
RICJ880109,0.06570751796342097
CHAM830107,0.06541360185691207
ROBB760107,0.06502958954594079
g3.g5.g5,0.06500621396443423
g3.g1.g1,0.0645806274692997
GEOR030109,0.06452935532109541
ROBB760109,0.0642314286678811
KARS160107,0.06407485593553493
QIAN880117,0.06391751681203094
g6.g5.g5,0.06380661590147954
KARS160105,0.06365130304215448
CHOP780101,0.06338985557079242
GEOR030108,0.06328715622922991
CHOP780205,0.06302436041674941
FUKS010111,0.06298479999085341
ROBB760113,0.06267227341228679
QIAN880129,0.06250163813770859
NAKH900104,0.062450638166729196
g5.g3.g5,0.06230458512959295
KARS160111,0.06224949101225102
FAUJ880106,0.062089178924085726
GOLD730101,0.0619817422105201
AVBF000104,0.06163129322944335
GEIM800104,0.061367858369701205
GEOR030105,0.060914047477005455
ROBB760110,0.06028975854756027
NAKH900107,0.06027924590949628
MUNV940105,0.059707337774609084
KARS160113,0.0593776569882747
QIAN880123,0.05918008072027338
g5.g2.g5,0.05850931356594994
ROBB760103,0.05824368514912459
g1.g3.g1,0.05765189736933337
LEVM760103,0.05761057028026413
g4.g4.g4,0.05704962704862263
g4.g5.g3,0.056785592469399966
turn,0.05660435723877939
g5.g5.g4,0.0565920584677986
FAUJ880101,0.05657239534464536
g6.g1.g1,0.05604179463342234
QIAN880113,0.055956465468586694
g4.g1.g1,0.05593899736457528
CHOC760101,0.05580573979576376
g1.g6.g1,0.05534375738108585
TANS770110,0.05490926184571633
CHOP780211,0.05484175587765999
FASG760101,0.0547704136322364
g3.g4.g5,0.054764484085338606
ZHOH040102,0.054648755202115686
RADA880103,0.05448014625380305
NAKH900106,0.053772688565074216
g1.g4.g1,0.053751662458785675
g6.g6.g6,0.053690655036843574
RACS820111,0.05322126873133461
NAKH920102,0.05321046934988076
RICJ880107,0.053196609808792324
ZIMJ680101,0.05309865200968261
ISOY800103,0.052932822524185325
g1.g1.g3,0.052920818935474824
ISOY800108,0.052860052031940274
VELV850101,0.05283854531179581
COSI940101,0.05281757128396115
MAXF760104,0.05278694301749092
KARS160118,0.05270481732301081
g2.g1.g2,0.05249327350758254
LEVM760104,0.05245497384061107
ROBB760108,0.05239566596109911
FAUJ880108,0.052373270120716964
g5.g4.g5,0.05203397916681521
BUNA790103,0.051943981896193085
NAKH920104,0.05191900785374056
PALJ810106,0.05190147057705543
PRAM820102,0.05161084512480297
g5.g6.g5,0.05154657498734704
ANDN920101,0.05144215565650152
CEDJ970103,0.05141605897128326
ZASB820101,0.05139623387834635
QIAN880105,0.051299584053169735
g5.g4.g3,0.0508257004741855
ROBB760112,0.05082514028827874
g5.g1.g5,0.050714156095194626
DAYM780201,0.0505623280146126
GEIM800108,0.04955946019203989
BLAM930101,0.049460389949510394
OOBM850101,0.04905031374637729
g1.g6.g2,0.04879322173821323
g2.g4.g5,0.04856183751717311
g2.g6.g1,0.04841319955151937
AURR980104,0.04838624630764899
KARS160101,0.04834943425429735
g2.g2.g1,0.04807244195282286
FAUJ880103,0.047811186643070124
RACS820106,0.04737227361923228
NAKH900103,0.04688688810724325
KARS160117,0.04684833622643025
g1.g2.g6,0.046784621123087775
g2.g5.g4,0.04647147629434132
JOND920102,0.046466147263253536
DIGM050101,0.0463899372305668
PRAM820101,0.04612709864101248
g1.g6.g3,0.0457521777316476
PTIO830101,0.04574713844127648
FUKS010110,0.04548280821963312
ISOY800105,0.04495914993621834
RACS820113,0.0445851610836628
KARS160109,0.04450815498808149
TANS770108,0.04448491624708927
g2.g3.g1,0.043874977125635255
g3.g3.g3,0.043200210541950564
OOBM850104,0.042766400031842886
KARS160104,0.04183497144248988
KUMS000104,0.041655558708131236
NAKH920107,0.04161863212120976
CHAM820101,0.04143028540557542
CHOC750101,0.04134266660798304
KARS160120,0.04112962884657572
g4.g5.g2,0.04073298554217546
NAKH900105,0.040686932147418114
g4.g3.g2,0.040214042119782176
KARS160102,0.03980339416898227
g1.g2.g2,0.03931099306164093
g3.g5.g3,0.039257090659108644
g2.g3.g5,0.039003368655208294
PALJ810114,0.03870031937310397
g2.g1.g6,0.038455509174340034
QIAN880108,0.03832637204931068
TSAJ990102,0.03815447222968011
RICJ880105,0.03802754710036228
g4.g1.g6,0.037833001751486656
ZIMJ680102,0.03767099946294414
g2.g6.g5,0.037662913169042925
ROSG850101,0.03757521693089322
ROSM880103,0.0375401105509955
g5.g6.g2,0.037484641704073625
ONEK900102,0.03741734006677539
g5.g2.g2,0.03735356820339848
FAUJ880107,0.037305100279605055
KARS160103,0.0370679539055791
LEVM760107,0.03697897586086493
g2.g1.g3,0.036753011140414946
TSAJ990101,0.03594530986183694
g5.g3.g4,0.03593502280635805
g5.g3.g6,0.03573504726466359
g3.g2.g3,0.03568149311789599
g1.g4.g2,0.03565442358703729
g2.g3.g3,0.03541450719801857
CRAJ730103,0.03530118116019786
g3.g1.g2,0.035231652626866644
AURR980105,0.03511287083090874
KARS160119,0.03503182431832101
g1.g1.g7,0.03479968222121404
g1.g7.g1,0.03436887722522145
g5.g2.g4,0.03427393227991168
NAKH920103,0.03422392239600108
g3.g5.g2,0.03419372608048794
g3.g4.g4,0.03415995220108595
HARY940101,0.03412740472618526
AURR980111,0.033907990804845925
FINA910104,0.03367900034778752
CHAM830104,0.033444092546300035
KARS160112,0.03340588730207399
AURR980110,0.03336801346409348
g4.g2.g1,0.03302823533451911
GEIM800103,0.032975508132893315
BIGC670101,0.03288584275133688
g1.g3.g7,0.03273309660949741
AURR980112,0.032599148044391485
GEIM800101,0.032566044947197316
AURR980107,0.032509597569292614
GOLD730102,0.03236197415016438
