feature,score
VASM830101,0.14228344798984582
FASG760102,0.14185847331199125
BASU050102,0.1412142775969962
g5.g5.g4,0.14021515125437936
OOBM770103,0.13996838044990942
WILM950102,0.13984128619940958
CHAM830106,0.13892559192411877
g2.g5.g5,0.13767804762454397
KARS160114,0.13722628004639603
TANS770106,0.13676756520183497
CHOP780206,0.13648333462621628
NAKH920108,0.1363462374901579
AURR980105,0.1363401083411062
ROSM880103,0.13626009455682658
PARS000101,0.13625911112729794
QIAN880129,0.1359107995008701
AURR980115,0.13518506471608338
NAKH900108,0.1344152755889281
PONP800101,0.1326108636272838
CORJ870101,0.13198686785406671
LEVM760102,0.13016178792319705
FAUJ880108,0.12993604332287859
NAGK730102,0.12922253980845586
PONP800106,0.12900896463297837
KARS160116,0.128895776650889
NISK800101,0.1282878210086828
CHOP780207,0.12773911594147036
VENT840101,0.12751450392197047
SWER830101,0.1267477124582313
CORJ870102,0.12633987328201482
g5.g4.g5,0.12622249448818404
GEOR030105,0.12601393210506123
CIDH920104,0.12523773943051428
ZHOH040101,0.12499084602635001
RICJ880114,0.12383116354492762
VINM940102,0.12332298669462818
CORJ870105,0.12312686679971373
BULH740102,0.12291785142679476
QIAN880124,0.12266679961874324
QIAN880125,0.12215463872586123
g4.g5.g5,0.12190022907512076
AURR980102,0.12157335333003805
AURR980110,0.1209098380337703
FUKS010108,0.12030853404739056
WIMW960101,0.11981622396965524
WOEC730101,0.11927800487656869
PONP800105,0.1190690765353411
g2.g1.g1,0.11881203441770827
PONP800107,0.11880802886793332
PONP930101,0.1180489347879852
ROBB760104,0.1169234802106698
g5.g5.g2,0.11663203130898087
CHOC760101,0.11583278028885463
NAKH900111,0.11569605594896844
RADA880106,0.11567692640358167
AURR980109,0.11503346983658023
KHAG800101,0.11463049985577081
PARJ860101,0.11457561705094788
RACS820112,0.11441604517057673
CORJ870108,0.11433712847777001
CORJ870107,0.11343218958318704
QIAN880109,0.11309320891716192
FUKS010107,0.11279242103118235
TANS770105,0.1126611583073252
ANDN920101,0.11264723830226143
NAKH920105,0.11233087395599904
g5.g2.g5,0.11186665585632967
RACS770101,0.11142993956461293
helix,0.11136729106398399
RACS820111,0.11072361834642507
PALJ810113,0.11068658501278385
KARS160115,0.11063173674356508
KARS160112,0.11019302382233616
LEWP710101,0.11003071677348408
QIAN880112,0.10991417343277773
g2.g2.g1,0.10957252970058157
TANS770109,0.10901549453787372
PONP800104,0.10870938570447705
KARP850101,0.10861582012606037
PRAM820103,0.10738173606641227
g3.g5.g5,0.10724512191030959
TSAJ990102,0.10657506539544255
CORJ870103,0.10640123401310878
CHAM830107,0.10571447931887203
KOEP990101,0.10562403204238212
FUKS010109,0.10557050355709838
BASU050101,0.10506087259083573
ROBB790101,0.10489305456186945
g1.g1.g3,0.1048006967798645
KARS160118,0.10474230630877765
g5.g5.g3,0.10458364552244678
TSAJ990101,0.10442001626859554
QIAN880103,0.10436702613757315
KRIW790103,0.10426887984229721
CIDH920103,0.1041799050287966
g2.g1.g3,0.10414168789250255
GOLD730102,0.10403996383933271
KARS160107,0.10366948634754644
GUYH850103,0.10338893171764756
CHAM820101,0.10308271062379039
g5.g3.g5,0.10303568138550279
GRAR740103,0.10296688305865387
VASM830103,0.10291768596357916
g1.g3.g3,0.10217650264532821
NAKH900107,0.10169856825818177
QIAN880107,0.10159863724276656
RICJ880112,0.10148399220618734
MANP780101,0.10116377997916713
g2.g3.g1,0.10053864360817712
RICJ880103,0.10039768761526804
FAUJ880103,0.10000988401326083
ONEK900101,0.09990528004927295
PALJ810104,0.09989632452549434
AURR980111,0.09989009195572084
QIAN880139,0.09978934974351909
BIGC670101,0.09956090666143645
ISOY800105,0.09941615363491509
KARS160105,0.09890731305449545
HARY940101,0.09886124850783887
g1.g2.g3,0.09877720071997688
QIAN880126,0.09874922206751713
PARS000102,0.09821827219630135
CHOP780209,0.09809097330105823
g2.g3.g2,0.09785060803636596
CHOC750101,0.09656737852079846
g3.g3.g2,0.0963397292169419
RACS820109,0.09592199400591443
CIDH920105,0.09569227414117613
QIAN880136,0.09527438770111579
g3.g2.g2,0.09406688301024695
g1.g1.g5,0.09397201342726176
FASG760105,0.09394003929523884
KARS160106,0.0933165693924787
QIAN880123,0.09327910566398254
ROBB760109,0.09266387677958243
FODM020101,0.09198446304206298
g3.g2.g1,0.09132457688476273
FAUJ880112,0.09124969750278471
g1.g1.g2,0.090900525718915
CORJ870104,0.08987705387078057
g6.g3.g2,0.08982058680460242
COHE430101,0.08955439917272992
FAUJ880106,0.08934048659213412
RACS820106,0.08925565255101234
RICJ880104,0.08909639515107606
g3.g1.g2,0.0886970566196616
AURR980117,0.08868617563743958
AURR980112,0.08822628439067375
g6.g4.g2,0.0882024969408834
g2.g2.g3,0.08811534991670099
ISOY800102,0.08757306673932251
FUKS010103,0.08739223189022177
HOPA770101,0.08701536721968288
PTIO830102,0.08673945760950932
RACS820107,0.08660842142092354
ISOY800107,0.0865970975015857
g3.g1.g3,0.08616654106589311
g5.g1.g1,0.08608481704708214
GEOR030106,0.08599334366021572
g1.g3.g2,0.08550066002366845
NAKH900113,0.08487871121313587
g1.g3.g6,0.08466895962172741
g1.g2.g5,0.08454271592344981
QIAN880104,0.08444041731580704
g1.g2.g2,0.08443038557279414
g2.g2.g2,0.08434677914521174
g6.g3.g3,0.08419622665448907
g1.g2.g1,0.08407165513685952
MAXF760101,0.08395047309981797
TANS770107,0.08376250667389035
g3.g2.g3,0.083634490687702
PALJ810109,0.08254361632607951
g2.g6.g3,0.08253672487488731
g2.g1.g2,0.08217080299811551
AURR980101,0.08202298013751326
MUNV940102,0.08195843149471718
GEOR030103,0.08173416600148076
VASM830102,0.08142376385052473
CHOP780213,0.08133432348935409
BEGF750102,0.08130168330716195
MAXF760102,0.0812623184834778
g3.g3.g4,0.08103579473859343
g3.g6.g4,0.08093331375709308
WOLS870102,0.08087428617394665
g4.g2.g6,0.08049355920801361
g1.g6.g3,0.07944228398830892
KANM800102,0.0793620044502076
FUKS010112,0.07902868709501913
g2.g3.g3,0.07890729700379051
CIDH920102,0.07872793124614447
OOBM850104,0.07849622261327423
g6.g2.g2,0.07837271505024142
g3.g3.g1,0.07825465446839455
PALJ810116,0.07820286513502177
g2.g6.g4,0.07810447013414704
GEOR030108,0.07800882858804065
CRAJ730103,0.07784847566120152
BROC820102,0.07758132056193569
MAXF760103,0.07669770807222706
g2.g5.g1,0.07660167179508454
g3.g3.g6,0.07657687417551103
QIAN880111,0.07616530517829105
NAKH900109,0.0759255484982056
g5.g5.g6,0.07583493514558039
g6.g1.g2,0.07558255352220652
RICJ880106,0.07548035773638499
FASG760101,0.07518687497543225
g3.g6.g3,0.07468713233581745
QIAN880121,0.07468368481902364
OOBM850101,0.07456458999628544
ISOY800104,0.07447693849322971
g6.g2.g3,0.0744290004342083
RACS820102,0.07383290634603355
QIAN880128,0.07378489026163153
g3.g1.g5,0.07336070952585026
KANM800103,0.07329141709575199
g3.g2.g6,0.07327146516704396
g1.g3.g1,0.07325625481075111
g5.g1.g4,0.0732449104584473
g2.g3.g6,0.07315414546538897
PALJ810111,0.07267268829110869
g2.g1.g4,0.0725931973142576
MUNV940101,0.07246328753608103
g1.g3.g4,0.07199551491208117
g4.g3.g3,0.07198622198501882
g3.g2.g4,0.07177603157450196
ISOY800101,0.0715924329913366
RADA880103,0.07147676268475242
GRAR740101,0.0714646120756634
AURR980120,0.07126384736232366
g4.g1.g3,0.07119061704621488
CIDH920101,0.0709578966812219
g3.g6.g2,0.06996557460894397
g1.g2.g6,0.0697261827480078
FUKS010106,0.06945136400146051
FINA770101,0.06942163871099187
g3.g4.g4,0.06941404905860706
PALJ810110,0.06940293466387457
CHOP780214,0.0691028744628771
g3.g4.g2,0.06896440291638076
g6.g2.g1,0.06893128051469342
g4.g3.g2,0.06887986106550822
g2.g2.g6,0.06881985239606
PONJ960101,0.0687161535585529
g4.g4.g6,0.06847810600422718
NADH010107,0.06845401614873861
LEVM780105,0.0684433887042861
LIFS790103,0.06839902135131738
g4.g6.g4,0.06806305571828707
g4.g1.g5,0.06803650182267486
PALJ810106,0.06767114337961243
KARS160101,0.0675691022929199
g3.g1.g1,0.06748692417495276
GEOR030101,0.06747816518994561
g7.g2.g1,0.06693863179070043
RICJ880105,0.06679988302213151
GEOR030107,0.0663918396974267
PRAM820101,0.0663363000028612
g1.g2.g4,0.06623044185778915
ONEK900102,0.06587900187296138
NAKH920101,0.06587174894497919
AURR980118,0.06582056725792267
g3.g6.g1,0.06563616041493339
g5.g1.g2,0.06562679632069213
g4.g4.g2,0.06558394204686836
TANS770101,0.06531409871052732
PALJ810102,0.06529077244672858
g2.g1.g6,0.06529010978725107
g6.g3.g4,0.06527306780213761
g4.g2.g1,0.06526479581802005
g2.g1.g5,0.06524170982608328
g3.g1.g6,0.06475900711785626
g6.g6.g2,0.06472706941635638
g3.g3.g3,0.06428091189993318
g3.g4.g3,0.06421213272590105
g2.g3.g4,0.0641625987801168
RICJ880109,0.06403669201984274
g2.g4.g3,0.06373342337572678
g6.g3.g1,0.06328925836225346
g6.g4.g4,0.0632162427995109
CHOP780202,0.06278641963120729
g6.g4.g3,0.06236766419328898
g3.g6.g6,0.062243610029335324
JUNJ780101,0.06217049522768424
KANM800101,0.062086085193322066
RICJ880115,0.062081560712465234
g2.g1.g7,0.061799900486410965
g2.g4.g6,0.061709152744765045
g6.g1.g3,0.06167745427166875
g1.g4.g4,0.061407980673654765
RACS820101,0.061327485605872235
g1.g6.g2,0.06127793961863612
g5.g1.g3,0.06116962555254579
g6.g4.g1,0.06065004759876924
g6.g5.g5,0.06053769065093451
AVBF000109,0.06050028968511278
g2.g6.g1,0.06049984002562537
g4.g6.g3,0.06038991423214832
g6.g2.g4,0.06032133029208741
NAKH920107,0.06014922549062683
FASG760104,0.05954878860346189
g1.g4.g3,0.059381720671482306
WERD780104,0.05924001081517054
turn,0.05899961567095252
RACS820114,0.05889660317944432
g4.g2.g2,0.058876103182689696
g1.g6.g4,0.05831992876842933
g2.g6.g2,0.05821359666657324
LIFS790101,0.05817593216346145
GEIM800108,0.0580517379533854
g4.g2.g3,0.05788221153223372
LAWE840101,0.05781239682889068
ZHOH040102,0.05755687202325924
g4.g6.g2,0.05729562924099981
g2.g4.g4,0.05705405212585172
LEVM780104,0.05691266237539523
GEIM800101,0.05686788297542429
g1.g4.g5,0.05674060652203006
sheet,0.056713980480839005
g6.g4.g6,0.056563988061340206
KARS160113,0.05642301171847049
AVBF000105,0.05625604802560163
RACS820110,0.05600285560381492
g6.g3.g6,0.055953752760050865
g4.g4.g3,0.05571821479869547
