feature,score
g1.g1.g1,0.05570886731114936
g3.g4.g6,0.055360304575911956
g1.g1.g6,0.055195455266356205
g4.g3.g6,0.05508500834645659
g4.g2.g4,0.05495131167542102
g4.g6.g6,0.054884933106541696
g1.g5.g3,0.05477408959037401
g2.g2.g4,0.05462936594439849
GEIM800104,0.05453205374964045
TAKK010101,0.054408998733041336
g4.g1.g2,0.054018374366103676
CEDJ970104,0.05401574064607456
g1.g4.g2,0.05388798669237977
QIAN880116,0.053446045965237075
g3.g5.g1,0.052978199157639023
g6.g6.g3,0.0527122082203334
QIAN880108,0.05258367239924408
MEEJ800101,0.05227271044108346
JOND920102,0.05215217281590936
g5.g3.g4,0.05191606759058401
AURR980107,0.05182254713406628
g3.g7.g2,0.05179603133669854
ZASB820101,0.051392060034758526
g7.g3.g2,0.0512982942021509
g2.g4.g2,0.05109822715509938
g1.g5.g2,0.05107327878709539
GEIM800106,0.050986402022979195
SUEM840101,0.050936529886237245
KANM800104,0.05079176159841647
g4.g1.g1,0.05071772894619702
PALJ810103,0.05059070973502153
g4.g6.g1,0.05051564333812261
g1.g7.g2,0.05026242255538333
QIAN880105,0.05021372945105377
g7.g6.g1,0.050190186529634556
GEOR030102,0.05011422749047737
g5.g2.g4,0.050107909642908614
CEDJ970103,0.05004181159178871
g1.g1.g7,0.04995275579902564
g3.g1.g7,0.04991453376580435
CHOP780201,0.04991371963339453
g2.g4.g1,0.04967581514065291
NAKH900101,0.049639860991759426
g7.g1.g1,0.04962365427896415
QIAN880138,0.04939144905450517
RICJ880111,0.049246963720740985
g6.g6.g4,0.04901375115114734
KUMS000103,0.04871767682612826
g4.g1.g4,0.048235932490950345
g2.g7.g2,0.04821322340096935
g3.g7.g6,0.04789846892089955
g3.g1.g4,0.04778606648707601
g6.g1.g1,0.04776252498257576
g1.g1.g4,0.04759716639314547
SIMZ760101,0.04757093584053869
g3.g3.g7,0.04743304700282686
CHOP780101,0.047309139271954084
g3.g2.g7,0.047276638448023954
g2.g6.g6,0.04726742141909222
QIAN880133,0.047043334381095044
g4.g3.g1,0.046989836440687195
g2.g7.g1,0.04654042448388855
g7.g3.g6,0.046381586750840774
g1.g3.g7,0.046368704331459315
g6.g1.g5,0.04628199468616835
AVBF000108,0.04598695544931703
g7.g2.g2,0.045943611387711136
CHOP780211,0.04592096383282899
g4.g1.g6,0.04586880203479753
g2.g7.g4,0.04583862680518888
BURA740101,0.045635014499345636
g1.g4.g6,0.04523762700474103
TANS770110,0.04520069184378088
DAYM780101,0.04474722642334806
AURR980106,0.04461282783679869
g4.g4.g1,0.04458659895655392
MCMT640101,0.04414442678617031
g3.g7.g3,0.04404938113008317
g4.g3.g4,0.04387606532566428
g6.g2.g7,0.0438559142026697
g2.g7.g3,0.043393285131796126
QIAN880120,0.04333935597337845
OOBM770104,0.04331304093891605
g6.g1.g4,0.043200804563715764
g3.g4.g1,0.04314932954663311
LEVM780102,0.043109789603397446
PRAM900103,0.043109789603397446
ROBB760110,0.043012421247259985
g2.g3.g7,0.04293276495812398
PALJ810105,0.042915984827975553
NAKH920102,0.04288937805093694
KARS160102,0.0427559148702668
FUKS010111,0.04257701277550396
instability_index,0.04200884779552911
LEVM780106,0.0416938612192563
FUKS010105,0.04165624606337749
g7.g2.g3,0.04143470087384399
QIAN880106,0.04138428620551003
PRAM900104,0.04128495916013297
g5.g1.g6,0.041228162013197664
g2.g6.g7,0.04100848581551979
RICJ880110,0.04091635784107084
LEVM780103,0.04078671578070922
NAKH920103,0.040664401979040816
g1.g4.g1,0.04057979937750641
g1.g6.g7,0.04019693830811806
g1.g2.g7,0.04017217422002084
PALJ810101,0.0400303939108014
ARGP820101,0.04000235400407136
JOND750101,0.03998118014166049
g7.g3.g1,0.039901314937208034
KARS160104,0.03976374498910831
g7.g2.g6,0.039675875848754996
FAUJ880110,0.039352815713597715
FAUJ880102,0.0393307426015876
g4.g3.g7,0.03929569571386001
KARS160119,0.03896835575527175
g7.g6.g2,0.03876172114893797
g6.g7.g3,0.038645757981098275
RACS820113,0.03861736396799861
g2.g7.g6,0.038598606049475494
g7.g4.g3,0.03854652524791975
DAYM780201,0.03848882445395599
g1.g7.g4,0.038464271165013914
GEIM800109,0.03841423684815184
AVBF000103,0.0383656210926213
LEVM780101,0.038358562204141224
PRAM900102,0.038358562204141224
g3.g5.g6,0.038315191847796304
g6.g7.g4,0.03795194552860145
g7.g4.g1,0.037676538994937225
AURR980113,0.03766954507597361
g5.g2.g1,0.037585206937087494
BLAM930101,0.037320715366951855
g4.g5.g6,0.037314940796024675
g6.g4.g7,0.03730620938962094
g4.g7.g6,0.03651680156831194
BURA740102,0.03618746512803436
g6.g6.g7,0.03616070168256478
MUNV940103,0.036147627873305964
g5.g6.g3,0.03611874082642323
g5.g6.g5,0.03589357707483345
g4.g7.g2,0.03575813094817558
g3.g7.g4,0.035674802628450984
GEIM800107,0.035652894081052586
g2.g2.g7,0.03552805694472246
KUMS000101,0.03543848649155422
ROBB760105,0.03536236272236491
WILM950104,0.035048426975975995
g6.g7.g2,0.03483902939198943
NAKH920104,0.03467786822236046
g1.g5.g6,0.03459142973953547
g5.g2.g6,0.034510889165737524
g3.g5.g3,0.03447862382168568
GEIM800102,0.034334094610287774
g2.g5.g2,0.03428334347984879
ROBB760101,0.034039813979647046
g7.g4.g6,0.0339782680692509
g7.g5.g5,0.03393364802072224
g6.g2.g6,0.03369222205826398
g1.g5.g4,0.03367221872506732
CHOP780215,0.03349821903326487
g6.g5.g6,0.033497933465579645
CRAJ730101,0.03343052754550204
g1.g3.g5,0.03340824351278249
CHOP780208,0.03339448746896956
g5.g4.g1,0.03335920009716906
g2.g3.g5,0.033283029571966924
g5.g5.g7,0.03310436970580063
KARS160117,0.03306052960399203
AVBF000107,0.03296333658852557
FINA910102,0.032939180654029815
NAGK730103,0.03284738792063386
g7.g3.g3,0.032710970771560606
TANS770103,0.03227001114577811
g3.g3.g5,0.03224451056655375
g1.g7.g1,0.032225085744294564
g6.g7.g1,0.032213594070477955
ROBB760112,0.03203100357029649
AVBF000101,0.03201100021687093
g4.g6.g5,0.03194838617358774
ROSM880104,0.03171892225776734
KARS160120,0.03168765456644019
FUKS010110,0.03160861096902424
RICJ880117,0.03144762626043397
g3.g6.g5,0.03140681461743506
KARS160109,0.031173425973441995
g7.g1.g2,0.030918332198723367
g6.g3.g7,0.03080798285350587
GEOR030104,0.030416043779418766
g7.g3.g4,0.030297114138794223
g3.g7.g1,0.03028298588659661
g7.g4.g4,0.030245500847152093
g1.g7.g3,0.03014293700718202
SNEP660102,0.029941474228163494
LEVM760103,0.029937903324383747
QIAN880118,0.029761216955060815
g2.g4.g7,0.02971154595438133
g7.g1.g3,0.02945189594793898
g1.g7.g6,0.02926894542718956
KUMS000104,0.02911416638329286
RACS820108,0.02888114213861337
g7.g1.g4,0.028723374138981798
GOLD730101,0.02852860868448955
g4.g5.g2,0.02844870214919556
ROBB760103,0.02843782790208258
g5.g7.g3,0.02820037377392356
LIFS790102,0.028166850490586967
MUNV940105,0.02815576843052198
PALJ810112,0.027895534961176194
g1.g6.g1,0.027665545961211412
g4.g7.g1,0.02754669247689117
g2.g5.g7,0.027496359955833154
AURR980108,0.02745833506942377
g5.g1.g7,0.027421005262022406
g7.g2.g4,0.02717591301567141
g6.g5.g7,0.02715632433487724
g5.g3.g1,0.026846920534408927
g5.g4.g6,0.0267095528872255
g4.g1.g7,0.026649064732696653
g5.g7.g4,0.02652527592797433
MAXF760104,0.026465471570519154
g5.g6.g4,0.026141914229795858
PALJ810115,0.02578971332700512
g3.g7.g7,0.025787405789291885
g7.g6.g5,0.025488270765667342
g7.g4.g2,0.02539850611221776
CHAM830103,0.025374388701258337
FAUJ880105,0.025046378713728765
g7.g1.g6,0.025044138281435004
ROBB760107,0.025008506722736766
g6.g4.g5,0.024942889485401853
g4.g2.g7,0.0249207640298343
KARS160103,0.024862801028820516
CHAM830102,0.02445212959829232
LEVM760104,0.024376669242233962
g7.g6.g4,0.024259698622039114
g7.g2.g7,0.02419402661244322
g7.g3.g7,0.023638663432949368
g7.g4.g5,0.02363225694299169
AVBF000102,0.02356144334207529
g3.g6.g7,0.02331333977880074
g4.g5.g1,0.023266978680836117
g7.g5.g3,0.023199387939337887
ROBB760106,0.02316783335391002
g4.g6.g7,0.023009856299318503
PTIO830101,0.022879512762444088
GEIM800111,0.022318529457988002
QIAN880131,0.022292459281996118
g1.g6.g5,0.022229895163093122
g2.g7.g7,0.0221989621540007
NAGK730101,0.02207208551430172
OOBM770105,0.022018109155756693
g7.g4.g7,0.021607967803684836
g3.g5.g7,0.021573553295887
g4.g5.g4,0.02156650091350141
g2.g7.g5,0.021518522114589544
g5.g6.g1,0.021376676256934676
g7.g7.g5,0.02136630905760324
g3.g7.g5,0.021296136141903083
g2.g6.g5,0.021083577997272864
g6.g5.g1,0.02094612396746562
SNEP660101,0.02092554984757797
g6.g1.g7,0.020885831628835727
PALJ810107,0.020868227915590898
g7.g7.g3,0.020691986613179267
COSI940101,0.020552217234242637
VELV850101,0.020514449396947725
JOND920101,0.020351617300554244
g6.g7.g6,0.020306588486952114
g4.g4.g5,0.02007126580863093
ISOY800108,0.019951985145031745
g7.g5.g7,0.01989952220759224
g5.g3.g6,0.019843928905081538
SNEP660103,0.019735399549779275
g4.g4.g4,0.01949071295349859
QIAN880115,0.01948992879577602
ZIMJ680101,0.019383525242911533
KARS160122,0.019221588674333084
QIAN880114,0.019071718581282503
JUKT750101,0.01901013476617558
g4.g7.g3,0.01893869559656893
g5.g3.g7,0.018871336630255326
g6.g6.g5,0.018408838685774417
g2.g4.g5,0.017963398427033806
g5.g2.g3,0.017788328984735678
g1.g7.g5,0.01770398772812195
ISOY800106,0.01715472639453176
g1.g4.g7,0.017149901847368587
g3.g4.g7,0.017067724160350455
g7.g6.g7,0.01689148169071108
g7.g7.g1,0.01672977876088395
g4.g4.g7,0.01670779525279542
g3.g5.g2,0.01655109419132403
QIAN880134,0.01654362806167337
g5.g4.g2,0.016519622540188187
CHAM830101,0.01614876999914087
MAXF760106,0.016110498920243774
g5.g2.g7,0.01607102130573872
g6.g3.g5,0.016020470600540043
RACS820104,0.015975715811311533
OOBM850102,0.01592880933522118
FAUJ880113,0.015819981853135195
KUMS000102,0.015100664237212617
CHOP780210,0.015075991088697812
g1.g6.g6,0.014955793057562092
KARS160110,0.01488874544015364
g5.g4.g3,0.014628503156281707
g6.g5.g3,0.014535847763523745
TANS770104,0.01410163055700468
BEGF750101,0.013559131843653364
g7.g1.g5,0.013334331075578333
CHAM830104,0.013100174031381608
g2.g2.g5,0.012926959507088174
g4.g2.g5,0.01284596226009933
g5.g6.g6,0.012772532063117627
g7.g5.g4,0.012456644145368366
KARS160111,0.012424162047861695
g7.g6.g3,0.012422914272084558
g5.g7.g7,0.012360595231704406
ROBB760113,0.01235275194604108
KIMC930101,0.01233783608982987
g7.g6.g6,0.01229977412830647
CHOP780203,0.012092617706159763
g5.g3.g2,0.011901218927542761
YANJ020101,0.011847503451347292
GEIM800110,0.01183810460449054
g5.g4.g4,0.011744745433231046
QIAN880132,0.011460255662581357
g7.g5.g6,0.011438806884640268
g2.g5.g3,0.011417140606246783
g7.g7.g7,0.011352772296978652
ISOY800103,0.011343623466745974
g1.g7.g7,0.011174208381186225
g6.g2.g5,0.011096652803269746
TANS770102,0.010860436991700426
g6.g5.g4,0.010744627552919843
RICJ880107,0.010719700166190145
BUNA790101,0.010258574567967003
ROBB760111,0.010133828788202388
BUNA790103,0.010075981476958325
g6.g6.g6,0.010069535489577133
g7.g1.g7,0.009882308850462974
g6.g5.g2,0.009781847744364811
g7.g7.g4,0.00941348663355022
BEGF750103,0.009407692682982343
g5.g7.g2,0.009245566557749479
g5.g7.g6,0.009217879734965389
g7.g7.g6,0.009157878163835889
g7.g7.g2,0.009003945305364252
GEIM800105,0.008648331154822435
PALJ810108,0.008623873594343929
CHAM810101,0.008404441123614936
TANS770108,0.008314547940350343
g2.g5.g6,0.0077890560396182175
g4.g7.g4,0.00771431265007999
g5.g2.g2,0.007712371011747271
WERD780102,0.007378941290018564
CEDJ970102,0.00687601035649865
g4.g7.g5,0.006739503258844661
QIAN880137,0.006676235687684086
KOEP990102,0.006649112972620576
g6.g1.g6,0.0065416705469942766
QIAN880135,0.0064225518229553726
g5.g7.g5,0.006419818106449542
ROBB760108,0.006416237581947276
g5.g6.g2,0.00636773596934786
CRAJ730102,0.006303366192419227
g6.g6.g1,0.006237049272548419
g6.g7.g7,0.0061925522336469556
g4.g3.g5,0.0058851999912306755
g3.g5.g4,0.005746044593482809
QIAN880119,0.0056923724797609395
g5.g3.g3,0.005675457041575119
CHOP780216,0.005022085700862919
g7.g5.g1,0.004819615241578725
AVBF000104,0.004708512713647007
HUTJ700101,0.00454941266416061
KARS160108,0.004527560513183094
MUNV940104,0.004340648139056235
g7.g2.g5,0.004217915137662515
FAUJ880107,0.00414290539964827
g4.g7.g7,0.0035975257308667034
FAUJ880101,0.003433381427917259
g5.g6.g7,0.0034260350016169974
g3.g4.g5,0.003364981067478816
g4.g5.g7,0.0033457180621921973
MAXF760105,0.003334809408518392
g1.g5.g7,0.0025953467567609084
g7.g3.g5,0.002355988391265547
g3.g2.g5,0.0023392805138696847
KARS160121,0.0022512830623609625
g7.g5.g2,0.002122499938540288
g6.g7.g5,0.0020861904711365186
CEDJ970101,0.0020618604716620866
QIAN880130,0.002060627681616
LEVM760106,0.0019435412753528974
ROSG850101,0.0019153984869221363
QIAN880102,0.0017965919364437662
LEVM760107,0.0016285495432637627
g5.g7.g1,0.0014245940127393798
g5.g4.g7,0.0010660638176011213
GEOR030109,0.0009626729894938822
g2.g5.g4,0.0006762055483159406
ZIMJ680102,0.0005969932923629281
g4.g5.g3,0.00013886380978326074
PALJ810114,8.481911929125742e-05
