percent_disoder
6.324
84.991
70.822
44.307
2.273
43.943
40.0
48.849
33.262
2.778
50.319
43.484
6.41
59.504
74.49
16.075
7.619
1.401
40.0
28.906
31.25
2.041
51.006
6.376
27.984
6.299
1.361
12.15
24.793
59.877
18.392
22.834
46.512
45.833
68.344
22.222
40.506
23.79
3.721
0.873
69.969
30.147
30.147
30.147
30.147
28.889
29.412
0.647
71.014
17.568
31.818
17.949
17.614
13.097
29.487
38.64
5.574
2.933
29.761
8.271
10.101
11.905
50.93
1.712
63.529
67.086
41.415
19.2
46.951
17.373
65.473
0.328
63.327
37.205
13.363
22.287
10.784
0.692
44.275
0.913
26.982
78.654
39.827
29.545
30.556
2.083
26.63
0.769
0.231
98.77
2.336
43.085
23.913
47.837
41.085
1.439
11.111
57.772
46.646
1.356
40.293
27.65
11.864
10.526
63.303
20.718
66.981
0.251
5.797
0.329
2.721
64.894
79.577
6.309
73.148
28.169
50.943
16.667
37.576
83.24
36.333
3.797
0.298
14.577
62.946
2.797
1.364
67.886
66.282
81.941
0.575
4.049
22.449
39.932
1.201
88.246
6.25
69.444
7.038
4.144
24.95
87.961
2.521
60.52
35.814
7.527
3.077
39.759
4.455
49.28
76.986
81.46
3.371
84.936
34.925
28.662
71.724
47.739
77.128
72.727
3.271
2.954
1.115
1.97
1.212
0.13
0.258
0.129
3.774
2.346
65.638
0.292
20.388
0.282
3.267
15.672
4.58
7.08
1.079
8.451
77.624
15.094
1.217
0.57
13.004
2.941
3.906
11.111
70.918
62.873
31.437
8.978
57.175
4.412
46.429
0.938
27.273
5.0
7.182
87.68
4.124
1.325
1.167
1.746
71.143
6.218
14.286
11.053
1.274
2.228
0.552
27.128
1.5
46.19
2.155
2.679
82.895
19.108
0.831
54.615
75.027
6.748
51.765
4.282
2.469
16.296
58.511
4.027
9.0
30.0
81.925
5.263
3.846
5.949
1.519
73.008
30.968
22.029
47.236
2.436
31.746
38.095
37.302
38.095
39.37
3.245
8.661
51.969
12.0
67.882
57.773
34.146
7.599
30.53
55.083
23.384
3.179
75.398
2.991
68.768
3.04
67.176
20.548
78.531
4.261
7.042
3.158
1.25
3.243
67.627
1.31
0.855
12.656
4.676
6.011
9.801
0.342
33.544
8.333
0.522
13.889
83.437
2.825
6.574
1.099
1.538
40.458
58.885
40.307
48.843
67.752
78.627
8.777
46.25
57.113
40.58
80.427
15.902
8.333
44.097
70.79
28.788
28.788
91.096
18.447
25.581
26.923
27.692
17.222
41.18
0.758
4.695
13.291
8.81
18.018
1.786
1.163
24.194
75.215
13.276
4.286
4.574
3.191
67.537
63.986
1.672
2.673
5.539
15.056
19.101
52.573
23.704
9.962
0.709
22.047
39.695
9.091
26.75
26.588
2.309
21.774
58.904
9.091
84.59
2.586
50.0
9.5
8.097
0.683
79.931
12.766
75.35
24.038
0.889
22.126
1.913
35.699
1.404
49.763
5.882
67.432
5.802
93.914
21.348
74.715
10.164
8.148
3.571
88.066
23.563
3.236
0.304
3.226
0.837
31.748
27.273
84.773
0.662
9.091
31.563
31.544
24.731
5.556
34.91
26.356
0.125
1.672
88.644
77.736
78.275
35.995
21.875
17.647
1.676
23.134
20.8
21.226
46.047
6.967
2.885
4.04
61.789
22.581
88.235
59.043
25.573
70.0
2.059
9.293
9.565
100.0
2.332
35.849
6.818
1.97
0.353
7.256
20.0
3.448
33.793
8.403
100.0
21.264
20.497
14.844
22.973
3.333
30.357
25.882
26.136
22.353
18.681
7.087
6.19
9.548
10.909
0.984
1.242
0.985
41.818
21.212
5.769
47.059
6.897
45.0
2.155
17.021
10.638
71.186
12.698
3.252
3.252
10.714
36.634
100.0
6.65
27.907
76.19
1.226
20.652
32.432
41.311
1.212
25.556
34.641
82.39
54.369
32.804
28.125
39.103
28.477
17.606
6.667
6.742
3.695
18.868
23.581
31.25
23.649
8.14
4.981
6.084
6.084
24.576
29.365
19.697
4.115
24.183
4.072
8.333
43.878
3.39
13.592
80.0
44.565
28.571
26.07
26.923
6.983
2.308
60.458
50.338
18.605
35.135
52.632
11.273
64.671
62.598
26.962
100.0
21.6
17.842
46.075
51.01
25.325
16.197
17.255
20.455
20.076
27.899
38.909
0.289
0.289
95.652
39.007
42.373
57.895
19.753
68.421
25.373
37.019
20.455
47.938
30.037
1.709
0.482
56.075
31.947
18.079
9.091
1.07
32.349
21.333
37.004
2.419
0.459
2.204
7.463
38.766
10.494
0.413
5.97
1.911
11.594
0.473
1.091
1.77
23.782
9.524
46.742
0.38
61.433
43.496
61.628
14.362
14.062
44.767
4.938
6.613
53.591
45.017
7.273
11.834
16.854
20.045
29.252
9.709
2.0
3.929
3.311
0.411
3.125
0.932
59.102
17.01
18.085
5.388
3.616
21.667
63.649
3.518
17.788
0.567
100.0
45.752
20.765
27.624
3.196
3.67
10.73
4.0
17.219
97.5
21.854
19.608
2.336
26.848
28.74
13.846
3.283
26.056
32.013
37.013
44.66
1.724
0.858
0.957
0.326
22.989
1.626
1.639
1.639
2.459
27.67
6.173
20.168
3.812
20.0
27.857
9.204
1.923
0.375
10.256
77.952
7.602
3.867
25.118
37.379
78.011
1.083
14.545
1.147
27.778
41.781
5.622
18.045
2.778
30.252
31.624
6.475
4.514
10.448
18.323
100.0
3.125
4.225
12.0
28.889
9.286
0.676
2.825
0.443
2.804
2.603
0.368
2.857
0.159
14.286
47.879
2.041
20.588
0.234
13.976
3.883
12.389
10.0
69.773
30.827
0.399
20.0
54.592
4.762
10.811
4.665
17.808
1.676
1.676
1.639
10.294
27.719
10.486
10.657
2.073
0.772
7.302
6.25
2.069
6.897
4.494
14.902
66.038
3.057
41.176
38.462
75.758
38.889
57.143
3.869
1.099
1.73
27.273
1.734
39.2
10.303
29.63
37.963
0.758
11.017
14.826
12.739
19.13
5.128
18.28
32.836
36.517
10.924
68.589
15.753
10.149
48.958
35.772
38.636
21.134
5.634
1.246
61.545
70.0
8.75
9.816
84.553
26.022
27.451
28.571
3.158
2.222
0.671
16.931
1.21
11.207
27.481
28.889
0.837
22.963
8.995
12.0
3.793
24.847
12.245
59.556
6.207
0.317
0.764
56.034
9.132
5.556
14.672
2.752
65.586
14.876
2.215
4.77
2.222
12.444
8.392
46.976
1.083
27.007
5.426
11.894
2.604
0.952
13.953
1.087
50.21
1.935
76.225
37.903
11.628
8.759
12.556
10.594
0.997
1.653
1.308
7.792
8.661
2.51
55.432
4.608
6.25
5.208
84.167
11.429
75.0
41.837
12.698
17.442
7.865
14.474
26.277
11.49
0.847
4.478
20.69
8.649
2.866
12.903
43.499
3.39
42.308
6.704
79.167
28.543
7.718
33.333
3.933
1.717
4.545
2.909
3.623
18.59
1.25
22.727
22.727
13.684
70.32
2.069
5.0
1.005
100.0
1.422
5.286
90.588
6.098
13.376
11.667
15.094
11.94
3.571
5.233
34.228
0.223
1.262
6.373
35.088
14.385
36.943
21.531
60.825
0.13
0.221
3.378
0.541
2.308
0.945
19.802
18.584
4.124
16.495
21.887
42.553
13.281
80.0
29.024
48.02
36.176
2.674
20.253
27.928
0.881
10.2
43.827
48.993
10.526
4.545
65.966
2.273
0.769
3.175
30.769
13.415
14.742
43.396
9.63
1.21
1.538
13.587
2.439
10.899
4.915
4.265
14.343
17.53
7.843
11.65
49.153
52.419
6.687
0.84
14.286
29.487
28.488
24.188
44.628
25.683
56.126
33.938
13.809
0.311
4.762
2.231
2.559
28.082
1.839
4.619
19.403
39.315
0.952
3.125
6.781
41.063
17.269
12.093
36.364
24.194
1.252
1.549
4.118
5.199
27.344
8.046
3.503
0.0
0.0
0.422
0.422
0.422
1.255
15.217
13.402
14.286
1.852
1.974
5.797
14.054
0.926
2.825
17.91
19.753
17.048
2.703
1.639
1.504
2.804
17.073
8.468
2.377
2.377
0.583
1.21
5.426
3.181
94.052
1.188
24.615
8.278
3.731
15.951
11.621
4.545
0.966
2.857
8.647
0.8
0.432
2.405
2.174
15.512
0.0
62.5
6.977
13.09
3.659
11.905
4.42
9.969
6.583
42.029
3.933
0.667
7.692
35.616
1.626
1.626
4.979
4.167
1.493
0.694
3.371
0.528
1.311
3.084
10.405
12.717
19.13
8.929
8.683
30.986
4.372
15.994
3.801
35.238
5.439
28.829
20.755
16.981
0.0
6.522
4.622
5.236
0.452
2.597
29.126
4.348
6.452
0.296
10.373
1.37
4.0
1.266
0.358
7.027
1.818
0.198
2.721
0.922
0.503
0.813
0.31
1.093
29.721
10.286
0.935
1.46
1.266
50.0
5.263
0.752
0.847
1.22
7.095
1.07
2.778
3.524
6.692
1.262
2.703
0.45
0.45
19.124
100.0
25.397
3.114
0.442
3.073
5.6
14.662
4.618
1.644
0.445
18.012
16.584
10.853
2.252
1.835
3.704
2.392
0.0
9.883
36.634
14.006
4.752
11.679
12.897
2.793
28.783
7.916
13.476
33.641
24.308
10.345
45.95
3.361
13.01
5.51
42.522
29.56
14.286
29.67
8.782
3.315
31.438
32.484
24.444
15.196
2.074
7.282
7.901
24.249
0.0
42.893
24.088
2.794
79.036
55.689
1.013
5.31
17.822
12.054
13.839
2.299
19.167
27.186
27.73
10.204
2.439
42.935
0.526
0.662
3.743
2.273
49.34
12.658
20.506
4.082
60.269
4.663
4.032
4.581
8.314
10.135
44.121
64.052
3.731
42.443
39.206
1.103
2.094
22.72
4.663
3.198
4.745
4.075
2.362
55.319
3.175
0.602
0.602
10.098
25.444
7.261
5.862
10.582
0.765
37.728
3.646
6.452
3.226
5.735
38.854
7.363
8.923
32.804
5.706
2.007
16.99
15.174
2.341
10.943
7.347
9.697
21.183
31.373
0.576
11.209
62.874
5.387
10.841
28.0
6.566
15.066
8.796
1.778
10.738
1.411
40.323
9.854
1.544
13.529
40.476
6.504
13.542
1.231
1.739
10.884
2.795
11.656
1.214
16.315
34.496
1.351
26.502
59.649
2.062
38.251
2.964
19.015
9.89
15.625
17.603
17.792
19.099
9.375
4.277
21.818
13.95
11.877
9.284
19.525
5.161
3.067
4.051
46.939
0.622
4.07
48.087
36.508
22.307
46.0
14.109
12.871
51.164
1.95
21.881
23.035
21.739
8.571
0.662
0.749
0.862
10.995
1.258
1.258
3.175
21.203
1.36
2.963
2.963
2.963
7.338
7.779
1.004
11.362
1.034
0.69
46.386
6.184
11.869
6.81
0.281
63.9
1.571
1.747
5.755
10.151
10.588
28.302
28.302
17.492
55.957
62.945
8.576
3.785
66.871
2.381
2.381
0.924
49.474
0.905
1.361
1.361
1.399
1.083
8.223
1.13
8.669
1.333
8.28
7.059
0.888
5.842
8.978
19.116
6.096
0.929
0.494
0.494
10.854
7.173
54.743
2.404
52.62
9.735
3.846
0.763
2.527
2.888
1.479
2.685
2.013
1.01
2.655
19.313
9.574
7.087
10.078
4.175
12.414
6.494
5.24
2.307
7.559
6.452
6.452
24.779
44.848
0.621
0.806
0.806
6.329
1.598
5.864
19.2
46.335
5.645
1.493
5.395
11.151
55.828
54.952
20.0
7.087
9.31
1.993
18.273
21.86
41.332
0.866
0.291
66.469
8.13
47.761
2.353
71.821
1.081
1.186
2.581
3.226
5.161
23.493
12.661
2.239
6.04
8.515
2.586
10.465
1.143
7.658
13.964
1.015
23.551
3.03
0.997
2.586
15.714
8.582
0.412
0.417
0.0
14.555
14.918
1.23
0.613
8.411
1.37
64.236
9.002
18.766
53.309
17.736
26.439
22.222
4.43
14.706
21.277
0.317
7.447
1.299
47.761
0.786
31.313
65.395
42.727
26.087
23.702
1.163
11.714
1.653
16.716
55.683
57.88
23.529
5.598
1.875
64.887
4.43
8.475
3.54
0.287
11.175
2.632
7.143
7.985
1.835
33.574
1.501
1.515
2.273
6.959
2.087
0.615
9.594
0.443
1.005
16.442
0.592
0.0
0.333
22.222
6.509
6.844
1.493
0.402
13.573
0.909
32.113
1.587
3.191
2.128
1.562
1.0
7.325
49.416
9.45
14.454
22.934
3.077
27.337
5.75
20.69
5.172
17.647
2.37
0.955
3.043
24.889
0.915
10.803
1.429
8.654
3.297
6.869
7.273
4.955
4.933
4.054
5.143
3.86
7.03
0.865
1.115
3.31
2.632
0.987
46.154
20.833
20.536
13.981
28.947
10.115
18.994
53.201
1.01
7.489
7.5
10.101
3.492
23.148
32.857
8.077
2.174
1.154
17.403
4.889
20.0
4.242
3.604
8.075
13.095
24.477
13.067
0.979
1.579
1.429
2.143
8.407
8.407
2.981
3.061
2.439
2.381
19.287
0.946
8.309
6.36
14.453
4.329
27.298
17.169
1.867
62.648
2.469
2.074
4.684
1.158
12.975
0.881
2.454
1.685
9.412
36.111
4.982
41.155
1.019
1.495
0.985
7.692
2.389
1.053
9.025
15.278
8.276
13.793
0.759
0.917
1.136
0.627
1.613
7.317
0.795
0.379
0.379
2.828
5.772
2.93
10.933
4.63
41.22
6.944
6.19
11.154
1.154
0.435
0.677
2.339
2.206
1.754
47.059
3.371
1.648
0.443
0.957
0.542
0.896
2.465
26.667
20.541
6.135
0.554
14.839
5.025
7.955
2.514
0.549
21.359
3.637
0.783
2.0
8.244
2.82
0.917
1.337
1.869
2.597
8.788
16.597
0.711
1.101
0.923
0.642
22.015
0.976
6.061
2.01
88.158
6.827
81.356
9.023
5.042
4.712
15.339
1.163
2.432
41.613
11.919
11.919
12.617
1.205
14.493
5.985
26.961
0.732
0.656
5.224
5.556
0.114
5.128
0.45
2.181
2.057
53.191
23.826
50.598
3.422
18.631
6.926
22.111
2.367
16.765
0.469
0.357
6.301
0.469
0.943
1.149
52.468
1.418
4.274
1.95
2.186
19.005
2.747
24.646
1.449
13.208
2.982
8.171
2.703
1.418
11.018
0.957
0.957
37.048
1.724
7.442
15.752
11.303
6.856
3.275
1.095
3.81
13.889
0.619
15.845
19.091
3.086
2.29
11.236
7.774
2.083
2.273
0.408
22.433
13.636
32.836
29.515
1.411
9.524
9.275
1.881
11.765
22.424
10.711
9.677
6.216
3.118
2.513
8.176
3.689
13.93
12.903
4.844
4.904
4.082
3.722
14.238
0.837
15.955
4.217
18.954
5.046
1.706
4.211
0.475
0.494
1.016
1.094
2.469
4.81
26.19
0.727
10.204
1.6
17.868
0.889
19.588
0.178
98.052
17.13
5.605
3.559
26.214
2.991
25.203
8.8
6.205
8.854
4.483
1.351
0.88
63.946
7.225
3.757
3.81
50.087
0.952
2.462
3.21
2.972
3.618
14.667
1.974
9.398
13.939
41.727
3.93
11.337
2.182
3.114
22.05
11.579
0.601
1.699
16.487
0.709
1.974
3.684
4.42
4.595
1.843
2.767
78.346
5.606
4.93
1.17
0.922
1.967
7.072
31.092
2.312
2.632
3.289
19.005
2.11
48.529
4.571
1.111
6.366
2.059
0.778
7.714
3.008
52.532
11.411
3.43
2.326
0.321
19.786
17.073
15.217
5.446
1.493
68.207
31.368
11.538
15.282
9.841
0.338
6.742
2.204
1.266
15.76
18.217
4.948
4.167
2.128
26.066
3.846
38.344
33.906
25.0
11.058
36.548
4.655
2.336
22.971
27.586
6.289
5.732
23.44
4.582
9.146
1.21
5.839
2.443
53.947
17.37
9.398
7.496
54.013
5.579
72.178
2.875
9.744
2.177
3.106
12.176
0.847
1.082
0.995
2.83
5.479
57.746
25.05
31.435
53.271
76.768
1.932
0.829
3.463
3.463
3.463
10.714
5.036
6.849
5.714
9.049
4.562
0.615
10.663
5.212
38.391
1.534
73.554
68.158
10.337
41.429
2.885
1.635
1.705
23.444
7.52
2.222
57.814
1.25
4.098
1.519
6.111
16.867
17.48
6.833
56.897
16.239
14.911
2.655
5.078
1.014
2.732
1.802
12.358
32.692
9.463
5.996
2.166
17.514
5.281
9.571
18.644
1.786
5.53
6.176
4.444
13.131
6.633
35.385
1.347
2.262
2.463
1.479
8.676
34.175
1.124
28.571
20.342
6.044
3.627
12.137
25.758
2.641
0.938
10.71
11.067
19.084
4.478
12.605
1.026
1.613
30.147
37.341
0.423
14.329
0.601
3.2
11.699
1.277
26.586
24.188
3.614
3.762
26.908
20.455
11.367
40.0
1.42
4.487
3.716
8.604
11.796
33.553
11.283
1.205
25.676
4.762
1.149
17.391
29.565
10.422
2.193
1.632
27.124
3.245
32.701
9.737
12.037
1.863
5.067
7.399
11.043
5.78
13.32
1.227
0.796
3.893
1.146
1.794
7.678
2.116
26.389
1.773
14.304
8.892
0.777
10.7
2.697
1.542
1.193
6.545
36.957
1.651
26.124
0.923
1.238
1.657
3.762
38.788
13.372
1.943
1.995
1.106
9.028
59.207
28.814
22.615
27.203
3.704
6.823
1.606
11.67
24.18
8.696
1.079
7.326
5.83
6.129
0.489
1.705
1.582
45.736
54.868
30.128
4.075
7.912
64.613
66.755
67.374
12.913
16.991
2.241
5.818
4.375
7.237
2.397
0.943
9.091
4.0
7.843
11.276
12.734
7.407
8.727
5.444
4.531
16.105
14.532
13.953
5.258
6.006
8.605
2.652
8.2
7.725
1.617
6.061
0.877
49.772
37.572
1.439
1.06
55.556
2.34
23.333
1.061
9.72
60.0
24.167
9.281
0.781
19.531
13.109
1.235
0.537
11.857
1.157
18.548
4.04
2.111
0.949
5.696
1.389
0.435
1.216
14.211
1.167
0.732
6.639
6.275
1.579
0.394
8.996
0.803
25.546
47.403
26.974
1.241
3.448
8.367
27.322
2.685
6.316
10.834
12.146
24.92
0.962
0.602
0.602
5.625
16.862
1.422
28.289
3.488
25.219
13.889
1.245
3.484
0.938
24.769
2.075
8.502
31.057
6.099
1.347
2.119
2.092
2.075
3.39
0.0
2.326
6.25
28.041
1.319
12.174
16.797
7.059
54.795
50.685
2.193
5.702
71.092
3.211
2.413
15.865
8.772
1.592
13.41
5.44
6.76
7.623
6.549
35.135
30.423
22.571
3.24
17.576
19.78
8.511
2.02
0.602
17.197
13.933
10.385
0.625
34.0
8.861
0.511
3.03
0.575
33.987
0.469
0.323
11.176
3.352
4.286
2.099
2.885
2.976
0.971
33.607
0.595
5.303
15.068
17.534
1.712
12.769
11.03
3.08
31.716
31.343
6.607
3.268
0.474
16.564
19.068
0.712
13.534
5.581
0.597
24.103
44.828
1.778
7.755
0.593
2.0
1.826
8.955
0.311
18.102
5.431
67.238
4.167
0.311
3.4
4.942
23.256
5.738
34.328
11.697
16.915
19.367
0.759
0.506
1.656
1.529
0.214
9.949
15.657
10.138
29.06
0.333
0.671
7.273
0.299
26.984
24.59
3.141
3.571
6.633
1.786
2.564
2.816
5.521
2.423
10.03
2.647
7.232
0.758
2.387
20.238
15.957
76.288
4.241
9.397
1.314
6.651
1.342
18.447
5.882
1.282
1.322
19.978
20.088
10.734
1.072
2.128
15.365
0.815
0.995
1.01
2.034
1.31
1.254
11.343
50.0
5.516
1.081
24.523
39.145
5.319
1.42
6.326
8.801
0.231
22.652
17.152
2.933
1.845
0.221
3.395
2.484
2.484
82.545
84.087
5.687
3.333
0.8
0.796
3.236
7.407
7.207
12.879
4.5
0.229
5.57
2.708
0.667
0.629
0.446
0.408
9.055
9.216
4.531
18.96
3.5
42.492
3.571
4.286
0.763
0.787
6.952
0.427
46.977
0.727
11.546
6.702
8.352
75.545
27.522
0.334
0.617
2.732
41.336
4.029
13.987
0.508
17.778
2.413
37.027
0.957
2.19
50.83
1.33
12.285
18.63
31.159
64.22
64.368
3.343
42.878
21.354
10.377
6.404
11.022
29.553
4.231
33.465
4.918
0.438
0.741
37.572
28.962
3.793
16.923
0.505
0.922
1.382
0.259
0.398
0.806
0.403
12.862
39.103
27.984
2.825
2.475
63.322
1.453
7.761
6.557
0.459
13.305
0.955
0.716
76.35
2.62
39.175
1.667
0.619
0.728
2.361
4.07
71.227
3.427
0.692
0.244
0.245
0.988
1.22
1.946
7.347
3.175
4.702
5.825
10.204
2.37
0.894
1.786
4.231
21.154
14.251
22.565
7.083
0.513
2.988
0.222
14.191
13.483
25.753
0.213
0.775
3.667
4.846
0.881
53.571
78.37
79.016
2.206
0.333
15.36
10.156
1.521
56.18
4.569
3.982
9.517
1.418
8.308
15.549
16.974
1.017
20.779
52.217
0.764
51.031
61.002
8.885
6.203
19.41
47.586
3.96
0.619
0.929
3.674
41.489
81.237
0.341
9.317
1.931
23.145
9.319
16.743
65.304
1.302
9.164
74.295
2.262
2.206
4.23
33.205
11.265
10.572
31.148
1.278
6.531
0.389
4.938
9.032
27.621
0.968
8.274
4.83
5.985
12.78
9.6
32.569
36.228
76.043
0.566
20.646
74.0
22.896
3.236
1.067
4.262
3.467
4.037
19.417
5.263
0.929
0.929
8.182
0.847
3.878
2.113
18.962
32.476
27.387
16.092
8.0
17.903
1.136
20.961
61.079
0.678
64.946
21.244
14.141
24.741
6.061
4.225
42.304
6.081
0.421
1.515
3.546
2.041
26.087
78.279
1.13
12.059
2.083
0.447
46.122
0.778
0.152
0.252
0.38
0.0
0.347
2.013
0.599
0.228
0.0
1.22
2.614
24.569
0.271
8.602
5.096
2.155
13.031
20.248
20.072
63.966
0.884
2.055
0.394
0.491
0.685
1.012
